signal_id,opportunity_key,first_seen_utc,last_seen_pass_utc,ticker,side,spread,short_strike,long_strike,expiration,entry_dte,entry_price,entry_credit,commission_rt,net_max_loss,entry_win_probability,entry_prob_otm,entry_delta,entry_net_roc,entry_expected_move,entry_em_distance,entry_iv_rank,entry_short_iv,entry_oi,entry_bid_ask_pct,entry_liquidity,entry_rsi,entry_technical_score,entry_options_quality_score,hold_status,hold_exit_utc,hold_exit_reason,hold_pnl_net,hold_result,hold_return_pct,hold_days_held,tp50_status,tp50_exit_utc,tp50_exit_reason,tp50_exit_debit,tp50_pnl_net,tp50_result,tp50_return_pct,tp50_days_held,tp50_stop2x_status,tp50_stop2x_exit_utc,tp50_stop2x_exit_reason,tp50_stop2x_exit_debit,tp50_stop2x_pnl_net,tp50_stop2x_result,tp50_stop2x_return_pct,tp50_stop2x_days_held,latest_mark_utc,latest_underlying_price,latest_close_debit,latest_unrealized_pnl_net,latest_dte
GLD-20260814T1913-435C440C,GLD|2026-09-18|CALL|435|440,2026-08-14T19:13:12.387647+00:00,2026-08-17T18:57:37.526132+00:00,GLD,CALL,435/440 CCS,435.0,440.0,2026-09-18,35,401.51,0.39,2.6,463.6,88.1,85.6,0.161,7.9,29.61,1.13,28.8,23.8,6529.0,4.5,Alta,63.2,61,75,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-17T15:39:03.132590+00:00,STOP2X_OBSERVED,0.78,-41.6,LOSS,-8.97,2.85,2026-08-20T18:58:12.906151+00:00,414.7449951171875,1.25,-88.6,29
PG-20260817T1539-135P130P,PG|2026-09-18|PUT|135|130,2026-08-17T15:39:03.132590+00:00,2026-08-17T18:57:37.526132+00:00,PG,PUT,135/130 PCS,135.0,130.0,2026-09-18,32,142.68,0.33,2.6,469.6,86.0,84.5,-0.142,6.5,8.11,0.95,21.4,19.2,4900.0,10.2,Alta,40.4,46,83,OPEN,,,,,,,OPEN,,,,,,,,OPEN,,,,,,,,2026-08-20T18:58:12.906151+00:00,143.13999938964844,0.43,-12.6,29
MSFT-20260817T1539-530C535C,MSFT|2026-09-18|CALL|530|535,2026-08-17T15:39:03.132590+00:00,2026-08-17T15:39:03.132590+00:00,MSFT,CALL,530/535 CCS,530.0,535.0,2026-09-18,32,484.74,0.33,2.6,469.6,90.0,87.6,0.14,6.5,37.04,1.22,100,25.8,14063.0,6.3,Alta,64.5,61,80,OPEN,,,,,,,OPEN,,,,,,,,OPEN,,,,,,,,2026-08-20T18:58:12.906151+00:00,482.2349853515625,0.48,-17.6,29
JPM-20260817T1539-380C385C,JPM|2026-09-18|CALL|380|385,2026-08-17T15:39:03.132590+00:00,2026-08-17T15:39:03.132590+00:00,JPM,CALL,380/385 CCS,380.0,385.0,2026-09-18,32,363.63,0.56,2.6,446.6,78.3,76.3,0.256,12.0,21.27,0.77,35.1,19.8,4421.0,10.4,Alta,66.0,65,88,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-17T15:39:03.132590+00:00,STOP2X_OBSERVED,1.34,-80.6,LOSS,-18.05,0.0,2026-08-20T18:58:12.906151+00:00,353.0400085449219,0.52,1.4,29
GILD-20260817T1539-150C155C,GILD|2026-09-18|CALL|150|155,2026-08-17T15:39:03.132590+00:00,2026-08-17T18:57:37.526132+00:00,GILD,CALL,150/155 CCS,150.0,155.0,2026-09-18,32,138.62,0.32,2.6,470.6,87.4,83.9,0.18,6.2,10.9,1.04,33.2,26.6,5115.0,20.2,Media,62.6,65,82,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-17T15:39:03.132590+00:00,STOP2X_OBSERVED,0.67,-37.6,LOSS,-7.99,0.0,2026-08-20T18:58:12.906151+00:00,144.86000061035156,1.47,-117.6,29
NEE-20260817T1539-80P75P,NEE|2026-09-18|PUT|80|75,2026-08-17T15:39:03.132590+00:00,2026-08-17T15:39:03.132590+00:00,NEE,PUT,80/75 PCS,80.0,75.0,2026-09-18,32,85.55,0.33,2.6,469.6,84.9,84.4,-0.14,6.5,5.81,0.96,4.8,22.9,11159.0,10.5,Alta,41.7,46,83,OPEN,,,,,,,OPEN,,,,,,,,OPEN,,,,,,,,2026-08-20T18:58:12.906151+00:00,85.30000305175781,0.46,-15.6,29
CVS-20260817T1857-87.5P85P,CVS|2026-09-18|PUT|87.5|85,2026-08-17T18:57:37.526132+00:00,2026-08-17T18:57:37.526132+00:00,CVS,PUT,87.5/85 PCS,87.5,85.0,2026-09-18,32,94.09,0.26,2.6,226.6,84.9,82.4,-0.156,10.3,7.42,0.89,42.5,26.6,1784.0,8.7,Alta,35.2,64,98,OPEN,,,,,,,OPEN,,,,,,,,OPEN,,,,,,,,2026-08-20T18:58:12.906151+00:00,94.05999755859375,0.44,-20.6,29
NKE-20260817T1857-35P32.5P,NKE|2026-09-18|PUT|35|32.5,2026-08-17T18:57:37.526132+00:00,2026-08-17T18:57:37.526132+00:00,NKE,PUT,35/32.5 PCS,35.0,32.5,2026-09-18,32,38.96,0.2,2.6,232.6,86.9,84.4,-0.132,7.5,4.07,0.97,32.1,35.3,9389.0,6.5,Alta,35.3,50,83,OPEN,,,,,,,CLOSED,2026-08-19T15:46:03.221578+00:00,TP50_OBSERVED,0.1,7.4,WIN,3.18,1.87,CLOSED,2026-08-19T15:46:03.221578+00:00,TP50_OBSERVED,0.1,7.4,WIN,3.18,1.87,2026-08-20T18:58:12.906151+00:00,40.388999938964844,0.12,5.4,29
LIN-20260817T1857-455P450P,LIN|2026-09-18|PUT|455|450,2026-08-17T18:57:37.526132+00:00,2026-08-17T18:57:37.526132+00:00,LIN,PUT,455/450 PCS,455.0,450.0,2026-09-18,32,475.2,0.4,2.6,462.6,79.5,77.0,-0.212,8.1,29.29,0.69,98.9,20.8,119.0,15.4,Media,34.1,73,95,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-17T18:57:37.526132+00:00,STOP2X_OBSERVED,1.55,-117.6,LOSS,-25.42,0.0,2026-08-20T18:58:12.906151+00:00,480.05999755859375,2.25,-187.6,29
SPY-20260817T1857-805C807C,SPY|2026-09-18|CALL|805|807,2026-08-17T18:57:37.526132+00:00,2026-08-17T18:57:37.526132+00:00,SPY,CALL,805/807 CCS,805.0,807.0,2026-09-18,32,773.57,0.22,2.6,180.6,90.0,86.9,0.138,10.7,25.08,1.25,52.3,11.0,5253.0,1.4,Alta,62.8,65,95,OPEN,,,,,,,CLOSED,2026-08-20T15:49:43.584256+00:00,TP50_OBSERVED,0.11,8.4,WIN,4.65,2.87,CLOSED,2026-08-20T15:49:43.584256+00:00,TP50_OBSERVED,0.11,8.4,WIN,4.65,2.87,2026-08-20T18:58:12.906151+00:00,763.4099731445312,0.08,11.4,29
TLT-20260817T1857-79P77P,TLT|2026-09-18|PUT|79|77,2026-08-17T18:57:37.526132+00:00,2026-08-17T18:57:37.526132+00:00,TLT,PUT,79/77 PCS,79.0,77.0,2026-09-18,32,81.36,0.2,2.6,182.6,84.0,81.5,-0.176,9.5,2.97,0.79,47.6,12.3,27887.0,2.8,Alta,35.1,50,98,OPEN,,,,,,,CLOSED,2026-08-19T15:46:03.221578+00:00,TP50_OBSERVED,0.1,7.4,WIN,4.05,1.87,CLOSED,2026-08-19T15:46:03.221578+00:00,TP50_OBSERVED,0.1,7.4,WIN,4.05,1.87,2026-08-20T18:58:12.906151+00:00,82.4000015258789,0.13,4.4,29
MSFT-20260818T1546-525C530C,MSFT|2026-09-25|CALL|525|530,2026-08-18T15:46:33.931164+00:00,2026-08-19T18:52:53.843936+00:00,MSFT,CALL,525/530 CCS,525.0,530.0,2026-09-25,38,481.73,0.39,2.6,463.6,87.0,84.0,0.181,7.9,41.09,1.05,99.1,26.4,849.0,8.6,Alta,62.7,61,95,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-18T15:46:33.931164+00:00,STOP2X_OBSERVED,1.0,-63.6,LOSS,-13.72,0.0,2026-08-20T18:58:12.906151+00:00,482.2349853515625,0.93,-56.6,36
META-20260818T1546-490P485P,META|2026-09-25|PUT|490|485,2026-08-18T15:46:33.931164+00:00,2026-08-18T15:46:33.931164+00:00,META,PUT,490/485 PCS,490.0,485.0,2026-09-25,38,553.5,0.4,2.6,462.6,87.0,85.0,-0.125,8.1,64.01,0.99,73.8,35.8,172.0,5.5,Media,38.2,46,95,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-18T15:46:33.931164+00:00,STOP2X_OBSERVED,0.9,-52.6,LOSS,-11.37,0.0,2026-08-20T18:58:12.906151+00:00,540.2999877929688,1.15,-77.6,36
CSCO-20260818T1546-105P100P,CSCO|2026-09-25|PUT|105|100,2026-08-18T15:46:33.931164+00:00,2026-08-20T15:49:43.584256+00:00,CSCO,PUT,105/100 PCS,105.0,100.0,2026-09-25,38,111.03,0.89,2.6,413.6,72.3,71.3,-0.254,20.9,10.97,0.55,56.6,30.6,267.0,15.5,Media,41.5,64,70,OPEN,,,,,,,OPEN,,,,,,,,OPEN,,,,,,,,2026-08-20T18:58:12.906151+00:00,109.45500183105469,1.44,-57.6,36
BAC-20260818T1546-67C70C,BAC|2026-09-25|CALL|67|70,2026-08-18T15:46:33.931164+00:00,2026-08-18T18:56:01.110754+00:00,BAC,CALL,67/70 CCS,67.0,70.0,2026-09-25,38,63.85,0.34,2.6,268.6,76.9,75.9,0.262,11.7,4.14,0.76,10.0,20.1,160.0,21.0,Media,62.6,65,80,OPEN,,,,,,,OPEN,,,,,,,,OPEN,,,,,,,,2026-08-20T18:58:12.906151+00:00,62.404998779296875,0.26,5.4,36
TLT-20260818T1546-79P76P,TLT|2026-09-25|PUT|79|76,2026-08-18T15:46:33.931164+00:00,2026-08-18T18:56:01.110754+00:00,TLT,PUT,79/76 PCS,79.0,76.0,2026-09-25,38,81.53,0.26,2.6,276.6,84.7,82.2,-0.168,8.5,3.13,0.81,48.7,11.9,441.0,2.7,Alta,37.1,50,98,OPEN,,,,,,,OPEN,,,,,,,,OPEN,,,,,,,,2026-08-20T18:58:12.906151+00:00,82.4000015258789,0.18,5.4,36
MSFT-20260818T1856-520C525C,MSFT|2026-09-25|CALL|520|525,2026-08-18T18:56:01.110754+00:00,2026-08-20T18:58:12.906151+00:00,MSFT,CALL,520/525 CCS,520.0,525.0,2026-09-25,38,482.39,0.5,2.6,452.6,82.8,81.3,0.21,10.5,40.1,0.94,99.1,25.8,243.0,6.0,Media,62.9,61,95,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-18T18:56:01.110754+00:00,STOP2X_OBSERVED,1.25,-77.6,LOSS,-17.15,0.0,2026-08-20T18:58:12.906151+00:00,482.2349853515625,1.25,-77.6,36
META-20260818T1856-475P470P,META|2026-09-25|PUT|475|470,2026-08-18T18:56:01.110754+00:00,2026-08-20T18:58:12.906151+00:00,META,PUT,475/470 PCS,475.0,470.0,2026-09-25,38,545.28,0.33,2.6,469.6,90.0,88.1,-0.097,6.5,62.82,1.12,76.5,35.7,140.0,4.4,Media,36.5,46,62,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-19T15:46:03.221578+00:00,STOP2X_OBSERVED,0.77,-46.6,LOSS,-9.92,0.87,2026-08-20T18:58:12.906151+00:00,540.2999877929688,0.9,-59.6,36
META-20260819T1546-495P490P,META|2026-09-25|PUT|495|490,2026-08-19T15:46:03.221578+00:00,2026-08-20T15:49:43.584256+00:00,META,PUT,495/490 PCS,495.0,490.0,2026-09-25,37,551.66,0.4,2.6,462.6,84.4,82.4,-0.148,8.1,63.11,0.9,77.6,35.9,177.0,6.3,Media,39.0,46,95,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-19T15:46:03.221578+00:00,STOP2X_OBSERVED,1.15,-77.6,LOSS,-16.77,0.0,2026-08-20T18:58:12.906151+00:00,540.2999877929688,1.3,-92.6,36
DIS-20260819T1546-112C115C,DIS|2026-09-25|CALL|112|115,2026-08-19T15:46:03.221578+00:00,2026-08-19T18:52:53.843936+00:00,DIS,CALL,112/115 CCS,112.0,115.0,2026-09-25,37,106.23,0.26,2.6,276.6,74.2,73.2,0.297,8.5,8.92,0.65,60.6,26.4,692.0,24.5,Media,62.6,65,85,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-19T15:46:03.221578+00:00,STOP2X_OBSERVED,0.95,-71.6,LOSS,-25.89,0.0,2026-08-20T18:58:12.906151+00:00,107.5199966430664,0.96,-72.6,36
GLD-20260819T1546-440C445C,GLD|2026-09-25|CALL|440|445,2026-08-19T15:46:03.221578+00:00,2026-08-19T18:52:53.843936+00:00,GLD,CALL,440/445 CCS,440.0,445.0,2026-09-25,37,412.02,0.55,2.6,447.6,80.4,78.4,0.241,11.7,33.88,0.83,34.4,25.8,109.0,5.9,Media,66.1,65,90,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-20T15:49:43.584256+00:00,STOP2X_OBSERVED,1.1,-57.6,LOSS,-12.87,1.0,2026-08-20T18:58:12.906151+00:00,414.7300109863281,1.15,-62.6,36
ABNB-20260819T1852-200C205C,ABNB|2026-09-25|CALL|200|205,2026-08-19T18:52:53.843936+00:00,2026-08-19T18:52:53.843936+00:00,ABNB,CALL,200/205 CCS,200.0,205.0,2026-09-25,37,186.9,0.51,2.6,451.6,78.0,75.5,0.277,10.7,18.44,0.71,96.4,31.0,101.0,13.8,Media,72.6,70,85,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-19T18:52:53.843936+00:00,STOP2X_OBSERVED,1.49,-100.6,LOSS,-22.28,0.0,2026-08-20T18:58:12.906151+00:00,185.0,1.82,-133.6,36
CVX-20260820T1549-220C225C,CVX|2026-09-25|CALL|220|225,2026-08-20T15:49:43.584256+00:00,2026-08-20T18:58:12.906151+00:00,CVX,CALL,220/225 CCS,220.0,225.0,2026-09-25,36,208.67,0.64,2.6,438.6,74.1,73.1,0.297,14.0,17.58,0.64,80.5,26.8,146.0,22.3,Media,73.6,70,85,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-20T15:49:43.584256+00:00,STOP2X_OBSERVED,1.51,-89.6,LOSS,-20.43,0.0,2026-08-20T18:58:12.906151+00:00,206.72000122070312,1.41,-79.6,36
GLD-20260820T1549-450C455C,GLD|2026-09-25|CALL|450|455,2026-08-20T15:49:43.584256+00:00,2026-08-20T18:58:12.906151+00:00,GLD,CALL,450/455 CCS,450.0,455.0,2026-09-25,36,414.52,0.4,2.6,462.6,84.4,82.4,0.2,8.1,36.39,0.97,32.7,28.0,132.0,7.0,Media,67.3,65,90,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-20T15:49:43.584256+00:00,STOP2X_OBSERVED,0.81,-43.6,LOSS,-9.42,0.0,2026-08-20T18:58:12.906151+00:00,414.7300109863281,0.86,-48.6,36
KO-20260820T1858-96C99C,KO|2026-09-25|CALL|96|99,2026-08-20T18:58:12.906151+00:00,2026-08-20T18:58:12.906151+00:00,KO,CALL,96/99 CCS,96.0,99.0,2026-09-25,36,91.21,0.2,2.6,282.6,80.8,78.8,0.23,6.2,5.55,0.86,55.7,19.4,109.0,23.7,Media,71.0,70,80,OPEN,,,,,,,OPEN,,,,,,,,CLOSED,2026-08-20T18:58:12.906151+00:00,STOP2X_OBSERVED,0.47,-29.6,LOSS,-10.47,0.0,2026-08-20T18:58:12.906151+00:00,91.18499755859375,0.47,-29.6,36
